Chromosome chrom_length
NW_020132070.1 20535
NW_020132071.1 20523
NW_020132072.1 20519
NW_020132073.1 20506
NW_020132074.1 25586
NW_020132075.1 20492
NW_020132076.1 20479
NW_020132077.1 20468
NW_020132078.1 20462
NW_020132079.1 38295
NW_020132080.1 20435
NW_020132081.1 20418
NW_020132082.1 23495
NW_020132083.1 20406
NW_020132084.1 34067
NW_020132085.1 41003
NW_020132086.1 20364
NW_020132087.1 20364
NW_020132088.1 20354
NW_020132089.1 20349
NW_020132090.1 23103
NW_020132091.1 27445
NW_020132092.1 20339
NW_020132093.1 89715
NW_020132094.1 53613
NW_020132095.1 20310
NW_020132096.1 20301
NW_020132097.1 20294
NW_020132098.1 60841
NW_020132099.1 20261
NW_020132100.1 20258
NW_020132101.1 40493
NW_020132102.1 35894
NW_020132103.1 20233
NW_020132104.1 40126
NW_020132105.1 36677
NW_020132106.1 23220
NW_020132107.1 20165
NW_020132108.1 20161
NW_020132109.1 20139
NW_020132110.1 32717
NW_020132111.1 31815
NW_020132112.1 20098
NW_020132113.1 29888
NW_020132114.1 20096
NW_020132115.1 20082
NW_020132116.1 20076
NW_020132117.1 33357
NW_020132118.1 20068
NW_020132119.1 20067
NW_020132120.1 28239
NW_020132121.1 36334
NW_020132122.1 20013
NW_020132123.1 30040
NW_020132124.1 33909
NW_020132125.1 19987
NW_020132126.1 28671
NW_020132127.1 19944
NW_020132128.1 40972
NW_020132129.1 19930
NW_020132130.1 19928
NW_020132131.1 19921
NW_020132132.1 19911
NW_020132133.1 19907
NW_020132134.1 19878
NW_020132135.1 19866
NW_020132136.1 47303
NW_020132137.1 19826
NW_020132138.1 19817
NW_020132139.1 19789
NW_020132140.1 19788
NW_020132141.1 19779
NW_020132142.1 80208
NW_020132143.1 19743
NW_020132144.1 19731
NW_020132145.1 19685
NW_020132146.1 19682
NW_020132147.1 19679
NW_020132148.1 19670
NW_020132149.1 19663
NW_020132150.1 19658
NW_020132151.1 25539
NW_020132152.1 39729
NW_020132153.1 37234
NW_020132154.1 19604
NW_020132155.1 19596
NW_020132156.1 19591
NW_020132157.1 19572
NW_020132158.1 19534
NW_020132159.1 19528
NW_020132160.1 19528
NW_020132161.1 19527
NW_020132162.1 19526
NW_020132163.1 19508
NW_020132164.1 19502
NW_020132165.1 19474
NW_020132166.1 19473
NW_020132167.1 19465
NW_020132168.1 19427
NW_020132169.1 51876
NW_020132170.1 19413
NW_020132171.1 19412
NW_020132172.1 19398
NW_020132173.1 19396
NW_020132174.1 19396
NW_020132175.1 19392
NW_020132176.1 24465
NW_020132177.1 19383
NW_020132178.1 22562
NW_020132179.1 19363
NW_020132180.1 19333
NW_020132181.1 19318
NW_020132182.1 19318
NW_020132183.1 19317
NW_020132184.1 38596
NW_020132185.1 19296
NW_020132186.1 41880
NW_020132187.1 36033
NW_020132188.1 52447
NW_020132189.1 19261
NW_020132190.1 19233
NW_020132191.1 19232
NW_020132192.1 22964
NW_020132193.1 23401
NW_020132194.1 25625
NW_020132195.1 19202
NW_020132196.1 19159
NW_020132197.1 19140
NW_020132198.1 19130
NW_020132199.1 25636
NW_020132200.1 19076
NW_020132201.1 19054
NW_020132202.1 19030
NW_020132203.1 19030
NW_020132204.1 19012
NW_020132205.1 238958
NW_020132206.1 18997
NW_020132207.1 18982
NW_020132208.1 18956
NW_020132209.1 18928
NW_020132210.1 34948
NW_020132211.1 56867
NW_020132212.1 18869
NW_020132213.1 27932
NW_020132214.1 18833
NW_020132215.1 18832
NW_020132216.1 18815
NW_020132217.1 39749
NW_020132218.1 18806
NW_020132219.1 35525
NW_020132220.1 27101
NW_020132221.1 28994
NW_020132222.1 18726
NW_020132223.1 18718
NW_020132224.1 31545
NW_020132225.1 18675
NW_020132226.1 23496
NW_020132227.1 38089
NW_020132228.1 27162
NW_020132229.1 18638
NW_020132230.1 18629
NW_020132231.1 18629
NW_020132232.1 18605
NW_020132233.1 39509
NW_020132234.1 18594
NW_020132235.1 43127
NW_020132236.1 32105
NW_020132237.1 18564
NW_020132238.1 18556
NW_020132239.1 23860
NW_020132240.1 18535
NW_020132241.1 18527
NW_020132242.1 18511
NW_020132243.1 18483
NW_020132244.1 18482
NW_020132245.1 18481
NW_020132246.1 26666
NW_020132247.1 18463
NW_020132248.1 18460
NW_020132249.1 18456
NW_020132250.1 27663
NW_020132251.1 18432
NW_020132252.1 18426
NW_020132253.1 18426
NW_020132254.1 18402
NW_020132255.1 32316
NW_020132256.1 18392
NW_020132257.1 29538
NW_020132258.1 18377
NW_020132259.1 18366
NW_020132260.1 18358
NW_020132261.1 18329
NW_020132262.1 54295
NW_020132263.1 18313
NW_020132264.1 18301
NW_020132265.1 18263
NW_020132266.1 18241
NW_020132267.1 18231
NW_020132268.1 18227
NW_020132269.1 39527
NW_020132270.1 18219
NW_020132271.1 18206
NW_020132272.1 18203
NW_020132273.1 18202
NW_020132274.1 18163
NW_020132275.1 18162
NW_020132276.1 29376
NW_020132277.1 18137
NW_020132278.1 18131
NW_020132279.1 62771
NW_020132280.1 18119
NW_020132281.1 18112
NW_020132282.1 21084
NW_020132283.1 34460
NW_020132284.1 18081
NW_020132285.1 18080
NW_020132286.1 49026
NW_020132287.1 18075
NW_020132288.1 18073
NW_020132289.1 18063
NW_020132290.1 18059
NW_020132291.1 18042
NW_020132292.1 18028
NW_020132293.1 18017
NW_020132294.1 17979
NW_020132295.1 17979
NW_020132296.1 17971
NW_020132297.1 25892
NW_020132298.1 17942
NW_020132299.1 20902
NW_020132300.1 35178
NW_020132301.1 17912
NW_020132302.1 34541
NW_020132303.1 17903
NW_020132304.1 17902
NW_020132305.1 42293
NW_020132306.1 17888
NW_020132307.1 17876
NW_020132308.1 17866
NW_020132309.1 17831
NW_020132310.1 17830
NW_020132311.1 22743
NW_020132312.1 17813
NW_020132313.1 17809
NW_020132314.1 17803
NW_020132315.1 36377
NW_020132316.1 20427
NW_020132317.1 17794
NW_020132318.1 17778
NW_020132319.1 17777
NW_020132320.1 17771
NW_020132321.1 17766
NW_020132322.1 17764
NW_020132323.1 17763
NW_020132324.1 17762
NW_020132325.1 17748
NW_020132326.1 17747
NW_020132327.1 17737
NW_020132328.1 17726
NW_020132329.1 17723
NW_020132330.1 17706
NW_020132331.1 17699
NW_020132332.1 17699
NW_020132333.1 17691
NW_020132334.1 22946
NW_020132335.1 17670
NW_020132336.1 17651
NW_020132337.1 17649
NW_020132338.1 17649
NW_020132339.1 27753
NW_020132340.1 17627
NW_020132341.1 17623
NW_020132342.1 17608
NW_020132343.1 17547
NW_020132344.1 17547
NW_020132345.1 17545
NW_020132346.1 28266
NW_020132347.1 17526
NW_020132348.1 17500
NW_020132349.1 17494
NW_020132350.1 17489
NW_020132351.1 17482
NW_020132352.1 17472
NW_020132353.1 17472
NW_020132354.1 17464
NW_020132355.1 24339
NW_020132356.1 17450
NW_020132357.1 33417
NW_020132358.1 17447
NW_020132359.1 23785
NW_020132360.1 29504
NW_020132361.1 32194
NW_020132362.1 17382
NW_020132363.1 17355
NW_020132364.1 17328
NW_020132365.1 17288
NW_020132366.1 32666
NW_020132367.1 42040
NW_020132368.1 17230
NW_020132369.1 24813
NW_020132370.1 17213
NW_020132371.1 26502
NW_020132372.1 17202
NW_020132373.1 17190
NW_020132374.1 17186
NW_020132375.1 17173
NW_020132376.1 17167
NW_020132377.1 17155
NW_020132378.1 17148
NW_020132379.1 17142
NW_020132380.1 17133
NW_020132381.1 17133
NW_020132382.1 17110
NW_020132383.1 17099
NW_020132384.1 31550
NW_020132385.1 17068
NW_020132386.1 17059
NW_020132387.1 17044
NW_020132388.1 35873
NW_020132389.1 29296
NW_020132390.1 16986
NW_020132391.1 16985
NW_020132392.1 16983
NW_020132393.1 16980
NW_020132394.1 16962
NW_020132395.1 16954
NW_020132396.1 16952
NW_020132397.1 29520
NW_020132398.1 25921
NW_020132399.1 16900
NW_020132400.1 37181
NW_020132401.1 19356
NW_020132402.1 43744
NW_020132403.1 16887
NW_020132404.1 26506
NW_020132405.1 16820
NW_020132406.1 23445
NW_020132407.1 20795
NW_020132408.1 16776
NW_020132409.1 16766
NW_020132410.1 16742
NW_020132411.1 16741
NW_020132412.1 16736
NW_020132413.1 16729
NW_020132414.1 16729
NW_020132415.1 24841
NW_020132416.1 16718
NW_020132417.1 16712
NW_020132418.1 22335
NW_020132419.1 25621
NW_020132420.1 20996
NW_020132421.1 16646
NW_020132422.1 16646
NW_020132423.1 16637
NW_020132424.1 38057
NW_020132425.1 16634
NW_020132426.1 16610
NW_020132427.1 23296
NW_020132428.1 18859
NW_020132429.1 16580
NW_020132430.1 16580
NW_020132431.1 16576
NW_020132432.1 16574
NW_020132433.1 54506
NW_020132434.1 16546
NW_020132435.1 25201
NW_020132436.1 16515
NW_020132437.1 16510
NW_020132438.1 16509
NW_020132439.1 16449
NW_020132440.1 16436
NW_020132441.1 16430
NW_020132442.1 16428
NW_020132443.1 16416
NW_020132444.1 32263
NW_020132445.1 16403
NW_020132446.1 16396
NW_020132447.1 16387
NW_020132448.1 16381
NW_020132449.1 24974
NW_020132450.1 34963
NW_020132451.1 16347
NW_020132452.1 16299
NW_020132453.1 16299
NW_020132454.1 29103
NW_020132455.1 16284
NW_020132456.1 16283
NW_020132457.1 16270
NW_020132458.1 16266
NW_020132459.1 16265
NW_020132460.1 16265
NW_020132461.1 16263
NW_020132462.1 16249
NW_020132463.1 16243
NW_020132464.1 32104
NW_020132465.1 16230
NW_020132466.1 16229
NW_020132467.1 21859
NW_020132468.1 68332
NW_020132469.1 16195
NW_020132470.1 16192
NW_020132471.1 16188
NW_020132472.1 16185
NW_020132473.1 16174
NW_020132474.1 16145
NW_020132475.1 16140
NW_020132476.1 16129
NW_020132477.1 18366
NW_020132478.1 16116
NW_020132479.1 16108
NW_020132480.1 16102
NW_020132481.1 31548
NW_020132482.1 16088
NW_020132483.1 16087
NW_020132484.1 16079
NW_020132485.1 16073
NW_020132486.1 47228
NW_020132487.1 16065
NW_020132488.1 16063
NW_020132489.1 16062
NW_020132490.1 19569
NW_020132491.1 16046
NW_020132492.1 69658
NW_020132493.1 37324
NW_020132494.1 16021
NW_020132495.1 24481
NW_020132496.1 16019
NW_020132497.1 16014
NW_020132498.1 16014
NW_020132499.1 22518
NW_020132500.1 15992
NW_020132501.1 15991
NW_020132502.1 15982
NW_020132503.1 15981
NW_020132504.1 39239
NW_020132505.1 15979
NW_020132506.1 15966
NW_020132507.1 15965
NW_020132508.1 15961
NW_020132509.1 15957
NW_020132510.1 15946
NW_020132511.1 15945
NW_020132512.1 15924
NW_020132513.1 15915
NW_020132514.1 22609
NW_020132515.1 15914
NW_020132516.1 23585
NW_020132517.1 20771
NW_020132518.1 15870
NW_020132519.1 15865
NW_020132520.1 15860
NW_020132521.1 15853
NW_020132522.1 25953
NW_020132523.1 20164
NW_020132524.1 18361
NW_020132525.1 15798
NW_020132526.1 15790
NW_020132527.1 15787
NW_020132528.1 15784
NW_020132529.1 15777
NW_020132530.1 15774
NW_020132531.1 15772
NW_020132532.1 15755
NW_020132533.1 15754
NW_020132534.1 15741
NW_020132535.1 15733
NW_020132536.1 28414
NW_020132537.1 15711
NW_020132538.1 38526
NW_020132539.1 15701
NW_020132540.1 28893
NW_020132541.1 43768
NW_020132542.1 15691
NW_020132543.1 15686
NW_020132544.1 15684
NW_020132545.1 15682
NW_020132546.1 15667
NW_020132547.1 15665
NW_020132548.1 45345
NW_020132549.1 15660
NW_020132550.1 15648
NW_020132551.1 15640
NW_020132552.1 15637
NW_020132553.1 15632
NW_020132554.1 30216
NW_020132555.1 31881
NW_020132556.1 25086
NW_020132557.1 15595
NW_020132558.1 15589
NW_020132559.1 15586
NW_020132560.1 15582
NW_020132561.1 24686
NW_020132562.1 15570
NW_020132563.1 15568
NW_020132564.1 15562
NW_020132565.1 56137
NW_020132566.1 15545
NW_020132567.1 15545
NW_020132568.1 15541
NW_020132569.1 15526
NW_020132570.1 22350
NW_020132571.1 15517
NW_020132572.1 15510
NW_020132573.1 15509
NW_020132574.1 17127
NW_020132575.1 33548
NW_020132576.1 21267
NW_020132577.1 15430
NW_020132578.1 15426
NW_020132579.1 29906
NW_020132580.1 30074
NW_020132581.1 15404
NW_020132582.1 15403
NW_020132583.1 15401
NW_020132584.1 15393
NW_020132585.1 15384
NW_020132586.1 15373
NW_020132587.1 15373
NW_020132588.1 15367
NW_020132589.1 32152
NW_020132590.1 18365
NW_020132591.1 15352
NW_020132592.1 15344
NW_020132593.1 15331
NW_020132594.1 15328
NW_020132595.1 28642
NW_020132596.1 18082
NW_020132597.1 15288
NW_020132598.1 15287
NW_020132599.1 27569
NW_020132600.1 15267
NW_020132601.1 15267
NW_020132602.1 30092
NW_020132603.1 15263
NW_020132604.1 26968
NW_020132605.1 15254
NW_020132606.1 56986
NW_020132607.1 24798
NW_020132608.1 15245
NW_020132609.1 15243
NW_020132610.1 15240
NW_020132611.1 15239
NW_020132612.1 15236
NW_020132613.1 33281
NW_020132614.1 15219
NW_020132615.1 15218
NW_020132616.1 15216
NW_020132617.1 15208
NW_020132618.1 15197
NW_020132619.1 25598
NW_020132620.1 15197
NW_020132621.1 15192
NW_020132622.1 15188
NW_020132623.1 15179
NW_020132624.1 15146
NW_020132625.1 37467
NW_020132626.1 15132
NW_020132627.1 15122
NW_020132628.1 15110
NW_020132629.1 15108
NW_020132630.1 15108
NW_020132631.1 15087
NW_020132632.1 15086
NW_020132633.1 15084
NW_020132634.1 15084
NW_020132635.1 15083
NW_020132636.1 15041
NW_020132637.1 20878
NW_020132638.1 15036
NW_020132639.1 15033
NW_020132640.1 14986
NW_020132641.1 14958
NW_020132642.1 27788
NW_020132643.1 25810
NW_020132644.1 14936
NW_020132645.1 18864
NW_020132646.1 14902
NW_020132647.1 14897
NW_020132648.1 14880
NW_020132649.1 25236
NW_020132650.1 14871
NW_020132651.1 29047
NW_020132652.1 14853
NW_020132653.1 14841
NW_020132654.1 35246
NW_020132655.1 27301
NW_020132656.1 14816
NW_020132657.1 14814
NW_020132658.1 14810
NW_020132659.1 14804
NW_020132660.1 25902
NW_020132661.1 14788
NW_020132662.1 14780
NW_020132663.1 14771
NW_020132664.1 23076
NW_020132665.1 14762
NW_020132666.1 34593
NW_020132667.1 14755
NW_020132668.1 30487
NW_020132669.1 33153
NW_020132670.1 14729
NW_020132671.1 96888
NW_020132672.1 14711
NW_020132673.1 14709
NW_020132674.1 14705
NW_020132675.1 32748
NW_020132676.1 14702
NW_020132677.1 14697
NW_020132678.1 29861
NW_020132679.1 14677
NW_020132680.1 29242
NW_020132681.1 14655
NW_020132682.1 14653
NW_020132683.1 30425
NW_020132684.1 43984
NW_020132685.1 14626
NW_020132686.1 14622
NW_020132687.1 14619
NW_020132688.1 14615
NW_020132689.1 14612
NW_020132690.1 32232
NW_020132691.1 14589
NW_020132692.1 47283
NW_020132693.1 14565
NW_020132694.1 14564
NW_020132695.1 30078
NW_020132696.1 14548
NW_020132697.1 14547
NW_020132698.1 14545
NW_020132699.1 14535
NW_020132700.1 14521
NW_020132701.1 14521
NW_020132702.1 18279
NW_020132703.1 14514
NW_020132704.1 14504
NW_020132705.1 19218
NW_020132706.1 14478
NW_020132707.1 14477
NW_020132708.1 14476
NW_020132709.1 14461
NW_020132710.1 14454
NW_020132711.1 14452
NW_020132712.1 14448
NW_020132713.1 14434
NW_020132714.1 14417
NW_020132715.1 14416
NW_020132716.1 14408
NW_020132717.1 79974
NW_020132718.1 14395
NW_020132719.1 14383
NW_020132720.1 14378
NW_020132721.1 14367
NW_020132722.1 14366
NW_020132723.1 14351
NW_020132724.1 28758
NW_020132725.1 14332
NW_020132726.1 14326
NW_020132727.1 14305
NW_020132728.1 14264
NW_020132729.1 14252
NW_020132730.1 14251
NW_020132731.1 14250
NW_020132732.1 14242
NW_020132733.1 36933
NW_020132734.1 14210
NW_020132735.1 14198
NW_020132736.1 14192
NW_020132737.1 14185
NW_020132738.1 14177
NW_020132739.1 14169
NW_020132740.1 14153
NW_020132741.1 17441
NW_020132742.1 14132
NW_020132743.1 14126
NW_020132744.1 22640
NW_020132745.1 14111
NW_020132746.1 14107
NW_020132747.1 14101
NW_020132748.1 14077
NW_020132749.1 14072
NW_020132750.1 14054
NW_020132751.1 14051
NW_020132752.1 14047
NW_020132753.1 14047
NW_020132754.1 26490
NW_020132755.1 14028
NW_020132756.1 16892
NW_020132757.1 84612
NW_020132758.1 99932
NW_020132759.1 14002
NW_020132760.1 13996
NW_020132761.1 13991
NW_020132762.1 13990
NW_020132763.1 22550
NW_020132764.1 13976
NW_020132765.1 13949
NW_020132766.1 13948
NW_020132767.1 13946
NW_020132768.1 25940
NW_020132769.1 13922
NW_020132770.1 13916
NW_020132771.1 13915
NW_020132772.1 13910
NW_020132773.1 13904
NW_020132774.1 13899
NW_020132775.1 13893
NW_020132776.1 23311
NW_020132777.1 13876
NW_020132778.1 31048
NW_020132779.1 13850
NW_020132780.1 13847
NW_020132781.1 13839
NW_020132782.1 13831
NW_020132783.1 16552
NW_020132784.1 38610
NW_020132785.1 13784
NW_020132786.1 13783
NW_020132787.1 37650
NW_020132788.1 30165
NW_020132789.1 13746
NW_020132790.1 26697
NW_020132791.1 13736
NW_020132792.1 13720
NW_020132793.1 22018
NW_020132794.1 16683
NW_020132795.1 13707
NW_020132796.1 13701
NW_020132797.1 13701
NW_020132798.1 43072
NW_020132799.1 13675
NW_020132800.1 13670
NW_020132801.1 13663
NW_020132802.1 13656
NW_020132803.1 25319
NW_020132804.1 13655
NW_020132805.1 16788
NW_020132806.1 13638
NW_020132807.1 13637
NW_020132808.1 13617
NW_020132809.1 13616
NW_020132810.1 13598
NW_020132811.1 13591
NW_020132812.1 13591
NW_020132813.1 13589
NW_020132814.1 13582
NW_020132815.1 13582
NW_020132816.1 13571
NW_020132817.1 13570
NW_020132818.1 13569
NW_020132819.1 13568
NW_020132820.1 13565
NW_020132821.1 13550
NW_020132822.1 13537
NW_020132823.1 13533
NW_020132824.1 15116
NW_020132825.1 13522
NW_020132826.1 13520
NW_020132827.1 13501
NW_020132828.1 13495
NW_020132829.1 13494
NW_020132830.1 13489
NW_020132831.1 13484
NW_020132832.1 13483
NW_020132833.1 13474
NW_020132834.1 13473
NW_020132835.1 13466
NW_020132836.1 13455
NW_020132837.1 13449
NW_020132838.1 13448
NW_020132839.1 17173
NW_020132840.1 13436
NW_020132841.1 13434
NW_020132842.1 13425
NW_020132843.1 13421
NW_020132844.1 13414
NW_020132845.1 13414
NW_020132846.1 13405
NW_020132847.1 13399
NW_020132848.1 13397
NW_020132849.1 13391
NW_020132850.1 13390
NW_020132851.1 13380
NW_020132852.1 13357
NW_020132853.1 13334
NW_020132854.1 13328
NW_020132855.1 27459
NW_020132856.1 25031
NW_020132857.1 13309
NW_020132858.1 32627
NW_020132859.1 13296
NW_020132860.1 13280
NW_020132861.1 13263
NW_020132862.1 13262
NW_020132863.1 27750
NW_020132864.1 13258
NW_020132865.1 19197
NW_020132866.1 13254
NW_020132867.1 13234
NW_020132868.1 13233
NW_020132869.1 13226
NW_020132870.1 13222
NW_020132871.1 13214
NW_020132872.1 13214
NW_020132873.1 23803
NW_020132874.1 13182
NW_020132875.1 13181
NW_020132876.1 13180
NW_020132877.1 13174
NW_020132878.1 13169
NW_020132879.1 13168
NW_020132880.1 13153
NW_020132881.1 13150
NW_020132882.1 13140
NW_020132883.1 13128
NW_020132884.1 13126
NW_020132885.1 110154
NW_020132886.1 13102
NW_020132887.1 13094
NW_020132888.1 13089
NW_020132889.1 13087
NW_020132890.1 13082
NW_020132891.1 21189
NW_020132892.1 13069
NW_020132893.1 13068
NW_020132894.1 13066
NW_020132895.1 13065
NW_020132896.1 13058
NW_020132897.1 13049
NW_020132898.1 13033
NW_020132899.1 13031
NW_020132900.1 13031
NW_020132901.1 13029
NW_020132902.1 13020
NW_020132903.1 13004
NW_020132904.1 40158
NW_020132905.1 12997
NW_020132906.1 12991
NW_020132907.1 12985
NW_020132908.1 12985
NW_020132909.1 12978
NW_020132910.1 12966
NW_020132911.1 12953
NW_020132912.1 12949
NW_020132913.1 12946
NW_020132914.1 12945
NW_020132915.1 14218
NW_020132916.1 12917
NW_020132917.1 12910
NW_020132918.1 12910
NW_020132919.1 14141
NW_020132920.1 19441
NW_020132921.1 12884
NW_020132922.1 12875
NW_020132923.1 12860
NW_020132924.1 12860
NW_020132925.1 12848
NW_020132926.1 12845
NW_020132927.1 12842
NW_020132928.1 12838
NW_020132929.1 25113
NW_020132930.1 12823
NW_020132931.1 12822
NW_020132932.1 56749
NW_020132933.1 12794
NW_020132934.1 12787
NW_020132935.1 12771
NW_020132936.1 12769
NW_020132937.1 12762
NW_020132938.1 12733
NW_020132939.1 12712
NW_020132940.1 12708
NW_020132941.1 31037
NW_020132942.1 20897
NW_020132943.1 12667
NW_020132944.1 12663
NW_020132945.1 16155
NW_020132946.1 12642
NW_020132947.1 15997
NW_020132948.1 12634
NW_020132949.1 19234
NW_020132950.1 59430
NW_020132951.1 12604
NW_020132952.1 12600
NW_020132953.1 12598
NW_020132954.1 12590
NW_020132955.1 12578
NW_020132956.1 16759
NW_020132957.1 12560
NW_020132958.1 12553
NW_020132959.1 12547
NW_020132960.1 12543
NW_020132961.1 12539
NW_020132962.1 14903
NW_020132963.1 12527
NW_020132964.1 22623
NW_020132965.1 12511
NW_020132966.1 19578
NW_020132967.1 12498
NW_020132968.1 12491
NW_020132969.1 12486
NW_020132970.1 30468
NW_020132971.1 12479
NW_020132972.1 19489
NW_020132973.1 12454
NW_020132974.1 12450
NW_020132975.1 12446
NW_020132976.1 12428
NW_020132977.1 12401
NW_020132978.1 12382
NW_020132979.1 12382
NW_020132980.1 12366
NW_020132981.1 12362
NW_020132982.1 12361
NW_020132983.1 12357
NW_020132984.1 12341
NW_020132985.1 12338
NW_020132986.1 12338
NW_020132987.1 12336
NW_020132988.1 12328
NW_020132989.1 12303
NW_020132990.1 12295
NW_020132991.1 12285
NW_020132992.1 12275
NW_020132993.1 12271
NW_020132994.1 12268
NW_020132995.1 12252
NW_020132996.1 21462
NW_020132997.1 12236
NW_020132998.1 12234
NW_020132999.1 12230
NW_020133000.1 12226
NW_020133001.1 12219
NW_020133002.1 29320
NW_020133003.1 12217
NW_020133004.1 12207
NW_020133005.1 12201
NW_020133006.1 12189
NW_020133007.1 12183
NW_020133008.1 12182
NW_020133009.1 12178
NW_020133010.1 12178
NW_020133011.1 12156
NW_020133012.1 21245
NW_020133013.1 44247
NW_020133014.1 12140
NW_020133015.1 12129
NW_020133016.1 12121
NW_020133017.1 12121
NW_020133018.1 12105
NW_020133019.1 12100
NW_020133020.1 12090
NW_020133021.1 12086
NW_020133022.1 12074
NW_020133023.1 12064
NW_020133024.1 12059
NW_020133025.1 12046
NW_020133026.1 12044
NW_020133027.1 12040
NW_020133028.1 12039
NW_020133029.1 21045
NW_020133030.1 17739
NW_020133031.1 12015
NW_020133032.1 24081
NW_020133033.1 12006
NW_020133034.1 21460
NW_020133035.1 12001
NW_020133036.1 12000
NW_020133037.1 15396
NW_020133038.1 11995
NW_020133039.1 13911
NW_020133040.1 11988
NW_020133041.1 11988
NW_020133042.1 11986
NW_020133043.1 11984
NW_020133044.1 11975
NW_020133045.1 11972
NW_020133046.1 14862
